chr	nc_accession	gene	gene_id	ccds_id	ccds_status	cds_strand	match_type	aa_length
chr14	NC_000014.9	OR4E2	26686	CCDS41916.1	Public	+	Identical	-1
chr14	NC_000014.9	MRPL52	122704	CCDS41917.1	Public	+	Identical	-1
chr14	NC_000014.9	MRPL52	122704	CCDS41918.1	Public	+	Identical	-1
chr14	NC_000014.9	RBM23	55147	CCDS41919.1	Public	-	Identical	-1
chr14	NC_000014.9	RBM23	55147	CCDS41920.1	Public	-	Identical	-1
chr14	NC_000014.9	RBM23	55147	CCDS41921.1	Public	-	Identical	-1
chr14	NC_000014.9	PRMT5	10419	CCDS41922.1	Public	-	Identical	-1
chr14	NC_000014.9	PSMB11	122706	CCDS41923.1	Public	+	Identical	-1
chr14	NC_000014.9	SLC7A8	23428	CCDS41924.1	Public	-	Identical	-1
chr14	NC_000014.9	NGDN	25983	CCDS41926.1	Public	+	Identical	-1
chr14	NC_000014.9	DHRS2	10202	CCDS41927.1	Public	+	Identical	-1
chr14	NC_000014.9	PCK2	5106	CCDS41928.1	Public	+	Identical	-1
chr14	NC_000014.9	DCAF11	80344	CCDS41929.1	Public	+	Identical	-1
chr14	NC_000014.9	PSME1	5720	CCDS41930.1	Public	+	Identical	-1
chr14	NC_000014.9	RNF31	55072	CCDS41931.1	Public	+	Identical	-1
chr14	NC_000014.9	REC8	9985	CCDS41932.1	Public	+	Identical	-1
chr14	NC_000014.9	TM9SF1	10548	CCDS41934.1	Public	-	Identical	-1
chr14	NC_000014.9	GMPR2	51292	CCDS41935.1	Public	+	Identical	-1
chr14	NC_000014.9	TINF2	26277	CCDS41936.1	Public	-	Identical	-1
chr14	NC_000014.9	TINF2	26277	CCDS41937.1	Public	-	Identical	-1
chr14	NC_000014.9	STRN3	29966	CCDS41938.1	Public	-	Identical	-1
chr14	NC_000014.9	HECTD1	25831	CCDS41939.1	Public	-	Identical	-1
chr14	NC_000014.9	NUBPL	80224	CCDS41940.1	Public	+	Identical	-1
chr14	NC_000014.9	EAPP	55837	CCDS41941.1	Public	-	Identical	-1
chr14	NC_000014.9	SNX6	58533	CCDS41942.2	Public	-	Identical	-1
chr14	NC_000014.9	BAZ1A	11177	CCDS41943.1	Public	-	Identical	-1
chr14	NC_000014.9	FAM177A1	283635	CCDS41944.1	Public	+	Identical	-1
chr14	NC_000014.9	NKX2-1	7080	CCDS41945.1	Public	-	Identical	-1
chr14	NC_000014.9	GEMIN2	8487	CCDS41946.2	Public	+	Identical	-1
chr14	NC_000014.9	TRAPPC6B	122553	CCDS41947.1	Public	-	Identical	-1
chr14	NC_000014.9	MDGA2	161357	CCDS41948.1	Public	-	Identical	-1
chr14	NC_000014.9	LINC01588	283551	CCDS41949.1	Withdrawn	-	Identical	-1
chr14	NC_000014.9	VCPKMT	79609	CCDS41951.1	Public	-	Identical	-1
chr14	NC_000014.8	NIN	51199	CCDS41952.1	Withdrawn	-	Identical	-1
chr14	NC_000014.9	TMX1	81542	CCDS41953.1	Public	+	Identical	-1
chr14	NC_000014.9	GCH1	2643	CCDS41954.1	Public	-	Identical	-1
chr14	NC_000014.9	WDHD1	11169	CCDS41955.1	Public	-	Identical	-1
chr14	NC_000014.9	LGALS3	3958	CCDS41956.1	Public	+	Identical	-1
chr14	NC_000014.9	KTN1	3895	CCDS41957.1	Public	+	Identical	-1
chr14	NC_000014.9	KTN1	3895	CCDS41958.1	Public	+	Identical	-1
chr14	NC_000014.9	KTN1	3895	CCDS41959.1	Public	+	Identical	-1
chr14	NC_000014.9	OTX2	5015	CCDS41960.1	Public	-	Identical	-1
chr14	NC_000014.9	DACT1	51339	CCDS41961.1	Public	+	Identical	-1
chr14	NC_000014.9	SYNE2	23224	CCDS41963.1	Public	+	Identical	-1
chr14	NC_000014.9	GPX2	2877	CCDS41964.1	Public	-	Identical	-1
chr14	NC_000014.9	MAX	4149	CCDS41965.1	Public	-	Identical	-1
chr14	NC_000014.9	SLC8A3	6547	CCDS41967.1	Public	-	Identical	-1
chr14	NC_000014.9	DCAF4	26094	CCDS41968.2	Public	+	Identical	-1
chr14	NC_000014.9	ZFYVE1	53349	CCDS41969.1	Public	-	Identical	-1
chr14	NC_000014.9	SYNDIG1L	646658	CCDS41970.1	Public	-	Identical	-1
chr14	NC_000014.9	AREL1	9870	CCDS41971.1	Public	-	Identical	-1
chr14	NC_000014.9	ZC2HC1C	79696	CCDS41972.1	Public	+	Identical	-1
chr14	NC_000014.9	IFT43	112752	CCDS41973.1	Public	+	Identical	-1
chr14	NC_000014.7	ISM2	145501	CCDS41974.1	Withdrawn	-	Identical	-1
chr14	NC_000014.9	FOXN3	1112	CCDS41977.1	Public	-	Identical	-1
chr14	NC_000014.9	DGLUCY	80017	CCDS41979.1	Public	+	Identical	-1
chr14	NC_000014.9	LYSET	26175	CCDS41980.1	Public	+	Identical	-1
chr14	NC_000014.9	GON7	84520	CCDS41981.1	Public	-	Identical	-1
chr14	NC_000014.9	SERPINA9	327657	CCDS41982.2	Public	-	Identical	-1
chr14	NC_000014.9	SERPINA9	327657	CCDS41983.2	Public	-	Identical	-1
chr14	NC_000014.9	DIO3	1735	CCDS41992.2	Public	+	Identical	-1
chr14	NC_000014.9	MARK3	4140	CCDS41993.1	Public	+	Identical	-1
chr14	NC_000014.9	TRMT61A	115708	CCDS41994.1	Public	+	Identical	-1
chr14	NC_000014.9	KLC1	3831	CCDS41996.1	Public	+	Identical	-1
chr14	NC_000014.9	PPP1R13B	23368	CCDS41997.1	Public	-	Identical	-1
chr14	NC_000014.9	INF2	64423	CCDS41999.1	Public	+	Identical	-1
chr14	NC_000014.9	CLBA1	122616	CCDS42000.1	Public	+	Identical	-1
chr14	NC_000014.9	BRF1	2972	CCDS42001.1	Public	-	Identical	-1
chr15	NC_000015.10	TJP1	7082	CCDS42007.1	Public	-	Identical	-1
chr15	NC_000015.10	CHRFAM7A	89832	CCDS42008.1	Public	-	Identical	-1
chr15	NC_000015.10	SLC12A6	9990	CCDS42010.1	Public	-	Identical	-1
chr15	NC_000015.10	SLC12A6	9990	CCDS42011.1	Public	-	Identical	-1
chr15	NC_000015.10	SLC12A6	9990	CCDS42012.1	Public	-	Identical	-1
chr15	NC_000015.10	AQR	9716	CCDS42013.1	Public	-	Identical	-1
chr15	NC_000015.10	MEIS2	4212	CCDS42014.1	Public	-	Identical	-1
chr15	NC_000015.9	FAM98B	283742	CCDS42015.1	Withdrawn	+	Identical	-1
chr15	NC_000015.10	EIF2AK4	440275	CCDS42016.1	Public	+	Identical	-1
chr15	NC_000015.10	SRP14	6727	CCDS42017.1	Public	-	Identical	-1
chr15	NC_000015.10	PLCB2	5330	CCDS42020.1	Public	-	Identical	-1
chr15	NC_000015.10	KNSTRN	90417	CCDS42021.1	Public	+	Identical	-1
chr15	NC_000015.10	KNL1	57082	CCDS42023.1	Public	+	Identical	-1
chr15	NC_000015.10	KNL1	57082	CCDS42024.1	Public	+	Identical	-1
chr15	NC_000015.10	ZFYVE19	84936	CCDS42025.1	Public	+	Identical	-1
chr15	NC_000015.9	CAPN3	825	CCDS42027.1	Withdrawn	+	Identical	-1
chr15	NC_000015.10	TTBK2	146057	CCDS42029.1	Public	-	Identical	-1
chr15	NC_000015.10	TUBGCP4	27229	CCDS42030.1	Public	+	Identical	-1
chr15	NC_000015.10	MAP1A	4130	CCDS42031.1	Public	+	Identical	-1
chr15	NC_000015.10	CEP152	22995	CCDS42033.1	Public	-	Identical	-1
chr15	NC_000015.10	GALK2	2585	CCDS42034.1	Public	+	Identical	-1
chr15	NC_000015.10	TRPM7	54822	CCDS42035.1	Public	-	Identical	-1
chr15	NC_000015.10	MYO5C	55930	CCDS42036.1	Public	-	Identical	-1
chr15	NC_000015.10	MYO5A	4644	CCDS42037.1	Public	-	Identical	-1
chr15	NC_000015.10	CCPG1	9236	CCDS42039.1	Public	-	Identical	-1
chr15	NC_000015.10	PRTG	283659	CCDS42040.1	Public	-	Identical	-1
chr15	NC_000015.10	ZNF280D	54816	CCDS42041.1	Public	-	Identical	-1
chr15	NC_000015.10	TCF12	6938	CCDS42042.1	Public	+	Identical	-1
chr15	NC_000015.10	GCOM1	145781	CCDS42043.1	Withdrawn	+	Identical	-1
chr15	NC_000015.10	MYZAP	100820829	CCDS42044.1	Public	+	Identical	-1
chr15	NC_000015.10	POLR2M	81488	CCDS42045.1	Public	+	Identical	-1
chr15	NC_000015.10	MINDY2	54629	CCDS42046.1	Public	+	Identical	-1
chr15	NC_000015.10	RPS27L	51065	CCDS42048.1	Public	-	Identical	-1
chr15	NC_000015.10	AAGAB	79719	CCDS42050.1	Public	-	Identical	-1
chr15	NC_000015.10	MAP2K5	5607	CCDS42051.1	Public	+	Identical	-1
chr15	NC_000015.10	CALML4	91860	CCDS42052.2	Public	-	Identical	-1
chr15	NC_000015.8	RPL17P39	645296	CCDS42056.1	Withdrawn	-	Identical	-1
chr15	NC_000015.10	ADPGK	83440	CCDS42057.1	Public	-	Identical	-1
chr15	NC_000015.10	CCDC33	80125	CCDS42058.1	Public	+	Identical	-1
chr15	NC_000015.10	CCDC33	80125	CCDS42059.1	Public	+	Identical	-1
chr15	NC_000015.10	PEAK1	79834	CCDS42062.1	Public	-	Identical	-1
chr15	NC_000015.10	HYKK	123688	CCDS42063.1	Public	+	Identical	-1
chr15	NC_000015.9	CTSH	1512	CCDS42064.1	Withdrawn	-	Identical	-1
chr15	NC_000015.10	RASGRF1	5923	CCDS42065.1	Public	-	Identical	-1
chr15	NC_000015.10	ST20	400410	CCDS42067.1	Withdrawn	-	Identical	-1
chr15	NC_000015.10	CFAP161	161502	CCDS42068.1	Public	+	Identical	-1
chr15	NC_000015.10	IL16	3603	CCDS42069.1	Public	+	Identical	-1
chr15	NC_000015.10	EFL1	79631	CCDS42070.1	Public	-	Identical	-1
chr15	NC_000015.10	EFL1	79631	CCDS42071.1	Public	-	Identical	-1
chr15	NC_000015.10	CPEB1	64506	CCDS42072.2	Public	-	Identical	-1
chr15	NC_000015.10	NMB	4828	CCDS42076.1	Public	-	Identical	-1
chr15	NC_000015.10	MESP2	145873	CCDS42078.1	Public	+	Identical	-1
chr15	NC_000015.10	ARPIN	348110	CCDS42080.1	Public	-	Identical	-1
chr15	NC_000015.10	UNC45A	55898	CCDS42082.1	Public	+	Identical	-1
chr15	NC_000015.10	LRRK1	79705	CCDS42086.1	Public	+	Identical	-1
chr16	NC_000016.10	MPG	4350	CCDS42087.1	Public	+	Identical	-1
chr16	NC_000016.10	RGS11	8786	CCDS42088.1	Public	-	Identical	-1
chr16	NC_000016.10	PDIA2	64714	CCDS42089.1	Public	+	Identical	-1
chr16	NC_000016.10	METTL26	84326	CCDS42090.1	Public	-	Identical	-1
chr16	NC_000016.10	METTL26	84326	CCDS42091.1	Public	-	Identical	-1
chr16	NC_000016.10	WDR90	197335	CCDS42092.1	Public	+	Identical	-1
chr16	NC_000016.9	MSLNL	401827	CCDS42093.1	Withdrawn	-	Identical	-1
chr16	NC_000016.10	TMEM204	79652	CCDS42098.1	Public	+	Identical	-1
chr16	NC_000016.10	MSRB1	51734	CCDS42100.1	Public	-	Identical	-1
chr16	NC_000016.10	NOXO1	124056	CCDS42101.1	Public	-	Identical	-1
chr16	NC_000016.10	NPW	283869	CCDS42102.1	Public	+	Identical	-1
chr16	NC_000016.10	CASKIN1	57524	CCDS42103.1	Public	-	Identical	-1
chr16	NC_000016.10	PGP	283871	CCDS42104.1	Public	-	Identical	-1
chr16	NC_000016.10	DNASE1L2	1775	CCDS42105.1	Public	+	Identical	-1
chr16	NC_000016.10	TBC1D24	57465	CCDS42107.1	Public	+	Identical	-1
chr16	NC_000016.10	CEMP1	752014	CCDS42108.1	Public	-	Identical	-1
chr16	NC_000016.10	PRSS33	260429	CCDS42110.1	Public	-	Identical	-1
chr16	NC_000016.10	ZNF200	7752	CCDS42112.1	Public	-	Identical	-1
chr16	NC_000016.10	SRL	6345	CCDS42113.1	Public	-	Identical	-1
chr16	NC_000016.10	CDIP1	29965	CCDS42114.1	Public	-	Identical	-1
chr16	NC_000016.10	MGRN1	23295	CCDS42115.1	Public	+	Identical	-1
chr16	NC_000016.10	C16orf89	146556	CCDS42116.2	Public	-	Identical	-1
chr16	NC_000016.10	PRM2	5620	CCDS42118.1	Public	-	Identical	-1
chr16	NC_000016.10	CPPED1	55313	CCDS42119.1	Public	-	Identical	-1
chr16	NC_000016.10	CPPED1	55313	CCDS42120.1	Public	-	Identical	-1
chr16	NC_000016.10	ABCC1	4363	CCDS42122.1	Public	+	Identical	-1
chr16	NC_000016.10	NOMO3	408050	CCDS42123.1	Public	+	Identical	-1
chr16	NC_000016.10	TMC5	79838	CCDS42126.1	Public	+	Identical	-1
chr16	NC_000016.10	KNOP1	400506	CCDS42127.1	Public	-	Identical	-1
chr16	NC_000016.10	GP2	2813	CCDS42128.1	Public	-	Identical	-1
chr16	NC_000016.10	ANKS4B	257629	CCDS42130.1	Public	+	Identical	-1
chr16	NC_000016.8	ABCA15P	400508	CCDS42131.1	Withdrawn	+	Identical	-1
chr16	NC_000016.10	EARS2	124454	CCDS42132.1	Public	-	Identical	-1
chr16	NC_000016.10	XPO6	23214	CCDS42135.1	Public	-	Identical	-1
chr16	NC_000016.10	EIF3CL	728689	CCDS42136.1	Public	-	Identical	-1
chr16	NC_000016.10	NUPR1	26471	CCDS42137.1	Public	-	Identical	-1
chr16	NC_000016.8	CDC37P1	390688	CCDS42138.1	Withdrawn	-	Identical	-1
chr16	NC_000016.10	ATP2A1	487	CCDS42139.1	Public	+	Identical	-1
chr16	NC_000016.10	RABEP2	79874	CCDS42140.1	Public	-	Identical	-1
chr16	NC_000016.10	MAZ	4150	CCDS42143.1	Public	+	Identical	-1
chr16	NC_000016.10	MAZ	4150	CCDS42144.1	Public	+	Identical	-1
chr16	NC_000016.10	TMEM219	124446	CCDS42145.1	Public	+	Identical	-1
chr16	NC_000016.10	FIMP1	146378	CCDS42146.1	Public	+	Identical	-1
chr16	NC_000016.10	YPEL3	83719	CCDS42147.1	Public	-	Identical	-1
chr16	NC_000016.10	MAPK3	5595	CCDS42148.1	Public	-	Identical	-1
chr16	NC_000016.10	MAPK3	5595	CCDS42149.1	Public	-	Identical	-1
chr16	NC_000016.10	SEPHS2	22928	CCDS42150.1	Public	-	Identical	-1
chr16	NC_000016.10	ZNF688	146542	CCDS42151.1	Public	-	Identical	-1
chr16	NC_000016.10	PRSS53	339105	CCDS42153.1	Public	-	Identical	-1
chr16	NC_000016.10	ARMC5	79798	CCDS42155.1	Public	+	Identical	-1
chr16	NC_000016.10	TGFB1I1	7041	CCDS42156.1	Public	+	Identical	-1
chr16	NC_000016.10	PHKB	5257	CCDS42161.1	Public	+	Identical	-1
chr16	NC_000016.10	CYLD	1540	CCDS42164.1	Public	+	Identical	-1
chr16	NC_000016.10	MT4	84560	CCDS42165.1	Public	+	Identical	-1
chr16	NC_000016.10	MT1M	4499	CCDS42166.1	Public	+	Identical	-1
chr16	NC_000016.10	PSME3IP1	80011	CCDS42168.1	Public	-	Identical	-1
chr16	NC_000016.10	CNGB1	1258	CCDS42169.1	Public	-	Identical	-1
chr16	NC_000016.10	CMTM4	146223	CCDS42170.1	Public	-	Identical	-1
chr16	NC_000016.10	NAE1	8883	CCDS42171.1	Public	-	Identical	-1
chr16	NC_000016.10	NAE1	8883	CCDS42172.1	Public	-	Identical	-1
chr16	NC_000016.10	CA7	766	CCDS42173.1	Public	+	Identical	-1
chr16	NC_000016.10	CES4A	283848	CCDS42174.3	Public	+	Identical	-1
chr16	NC_000016.10	HSF4	3299	CCDS42175.1	Public	+	Identical	-1
chr16	NC_000016.10	NOL3	8996	CCDS42176.1	Public	+	Identical	-1
chr16	NC_000016.10	MATCAP1	653319	CCDS42177.1	Public	-	Identical	-1
chr16	NC_000016.10	SLC9A5	6553	CCDS42178.1	Public	+	Identical	-1
chr16	NC_000016.10	KCTD19	146212	CCDS42179.1	Public	-	Identical	-1
chr16	NC_000016.10	ACD	65057	CCDS42181.2	Public	-	Identical	-1
chr16	NC_000016.10	CENPT	80152	CCDS42182.1	Public	-	Identical	-1
chr16	NC_000016.10	ZFP90	146198	CCDS42183.1	Public	+	Identical	-1
chr16	NC_000016.10	CHTF8	54921	CCDS42185.1	Public	-	Identical	-1
chr16	NC_000016.9	CHTF8	54921	CCDS42186.1	Withdrawn	-	Identical	-1
chr16	NC_000016.10	DDX19B	11269	CCDS42187.1	Public	+	Identical	-1
chr16	NC_000016.9	HYDIN	54768	CCDS42189.1	Withdrawn	-	Identical	-1
chr16	NC_000016.8	CALB2	794	CCDS42190.1	Withdrawn	+	Identical	-1
chr16	NC_000016.10	DHODH	1723	CCDS42192.1	Public	+	Identical	-1
chr16	NC_000016.10	HPR	3250	CCDS42193.1	Public	+	Identical	-1
chr16	NC_000016.8	NPIPB15	440348	CCDS42194.1	Withdrawn	+	Identical	-1
chr16	NC_000016.10	NUDT7	283927	CCDS42195.1	Public	+	Identical	-1
chr16	NC_000016.10	WWOX	51741	CCDS42196.1	Public	+	Identical	-1
chr16	NC_000016.10	WWOX	51741	CCDS42197.1	Public	+	Identical	-1
chr16	NC_000016.10	MAF	4094	CCDS42198.1	Public	-	Identical	-1
chr16	NC_000016.10	CENPN	55839	CCDS42199.1	Public	+	Identical	-1
chr16	NC_000016.10	CENPN	55839	CCDS42200.1	Public	+	Identical	-1
chr16	NC_000016.10	C16orf46	123775	CCDS42201.1	Public	-	Identical	-1
chr16	NC_000016.9	PKD1L2	114780	CCDS42202.1	Withdrawn	-	Identical	-1
chr16	NC_000016.10	PLCG2	5336	CCDS42204.1	Public	+	Identical	-1
chr16	NC_000016.10	SDR42E1	93517	CCDS42205.1	Public	-	Identical	-1
chr16	NC_000016.10	MLYCD	23417	CCDS42206.1	Public	+	Identical	-1
chr16	NC_000016.10	ATP2C2	9914	CCDS42207.1	Public	+	Identical	-1
chr16	NC_000016.10	MTHFSD	64779	CCDS42211.1	Public	-	Identical	-1
chr16	NC_000016.10	BANP	54971	CCDS42215.1	Public	+	Identical	-1
chr16	NC_000016.10	IL17C	27189	CCDS42217.1	Public	+	Identical	-1
chr16	NC_000016.10	VPS9D1	9605	CCDS42220.1	Public	-	Identical	-1
chr16	NC_000016.10	FANCA	2175	CCDS42221.1	Public	-	Identical	-1
chr16	NC_000016.10	DBNDD1	79007	CCDS42223.1	Public	-	Identical	-1
chr17	NC_000017.11	TRARG1	286753	CCDS42225.1	Public	+	Identical	-1
chr17	NC_000017.11	MYO1C	4641	CCDS42226.1	Public	-	Identical	-1
chr17	NC_000017.11	DPH1	1801	CCDS42228.2	Public	+	Identical	-1
chr17	NC_000017.11	HIC1	3090	CCDS42229.1	Public	+	Identical	-1
chr17	NC_000017.11	HIC1	3090	CCDS42230.1	Public	+	Identical	-1
chr17	NC_000017.11	METTL16	79066	CCDS42232.1	Public	-	Identical	-1
chr17	NC_000017.11	OR3A2	4995	CCDS42233.2	Public	-	Identical	-1
chr17	NC_000017.11	ATP2A3	489	CCDS42234.1	Public	-	Identical	-1
chr17	NC_000017.11	ANKFY1	51479	CCDS42236.1	Public	-	Identical	-1
chr17	NC_000017.11	SPNS2	124976	CCDS42237.1	Public	+	Identical	-1
chr17	NC_000017.11	MYBBP1A	10514	CCDS42238.1	Public	-	Identical	-1
chr17	NC_000017.11	SPAG7	9552	CCDS42240.1	Public	-	Identical	-1
chr17	NC_000017.11	ZNF594	84622	CCDS42241.1	Public	-	Identical	-1
chr17	NC_000017.11	SCIMP	388325	CCDS42242.1	Public	-	Identical	-1
chr17	NC_000017.11	RABEP1	9135	CCDS42243.1	Public	+	Identical	-1
chr17	NC_000017.11	NLRP1	22861	CCDS42244.1	Public	-	Identical	-1
chr17	NC_000017.11	NLRP1	22861	CCDS42245.1	Public	-	Identical	-1
chr17	NC_000017.11	NLRP1	22861	CCDS42246.1	Public	-	Identical	-1
chr17	NC_000017.11	KIAA0753	9851	CCDS42247.1	Public	-	Identical	-1
chr17	NC_000017.11	BCL6B	255877	CCDS42248.1	Public	+	Identical	-1
chr17	NC_000017.11	ACADVL	37	CCDS42249.1	Public	+	Identical	-1
chr17	NC_000017.11	PHF23	79142	CCDS42250.1	Public	-	Identical	-1
chr17	NC_000017.11	NEURL4	84461	CCDS42251.1	Public	-	Identical	-1
chr17	NC_000017.11	NEURL4	84461	CCDS42252.1	Public	-	Identical	-1
chr17	NC_000017.11	PLSCR3	57048	CCDS42253.1	Public	-	Identical	-1
chr17	NC_000017.11	SPEM1	374768	CCDS42254.1	Public	+	Identical	-1
chr17	NC_000017.11	SPEM2	201243	CCDS42255.1	Public	+	Identical	-1
chr17	NC_000017.11	TNFSF13	8741	CCDS42256.1	Public	+	Identical	-1
chr17	NC_000017.11	HES7	84667	CCDS42258.1	Public	-	Identical	-1
chr17	NC_000017.11	CTC1	80169	CCDS42259.1	Public	-	Identical	-1
chr17	NC_000017.11	CFAP52	146845	CCDS42262.1	Public	+	Identical	-1
chr17	NC_000017.11	GAS7	8522	CCDS42263.1	Public	-	Identical	-1
chr17	NC_000017.11	TBC1D26	353149	CCDS42265.1	Public	+	Identical	-1
chr17	NC_000017.11	ZSWIM7	125150	CCDS42266.1	Public	-	Identical	-1
chr17	NC_000017.11	MPRIP	23164	CCDS42268.1	Public	+	Identical	-1
chr17	NC_000017.11	TOM1L2	146691	CCDS42270.1	Public	-	Identical	-1
chr17	NC_000017.11	MYO15A	51168	CCDS42271.1	Public	+	Identical	-1
chr17	NC_000017.11	ALKBH5	54890	CCDS42272.1	Public	+	Identical	-1
chr17	NC_000017.11	TBC1D28	254272	CCDS42273.1	Public	-	Identical	-1
chr17	NC_000017.11	TVP23B	51030	CCDS42274.1	Public	+	Identical	-1
chr17	NC_000017.11	SLC5A10	125206	CCDS42275.1	Public	+	Identical	-1
chr17	NC_000017.11	SACK1G	644815	CCDS42276.1	Public	-	Identical	-1
chr17	NC_000017.11	EPN2	22905	CCDS42277.1	Public	+	Identical	-1
chr17	NC_000017.11	SPECC1	92521	CCDS42280.1	Public	+	Identical	-1
chr17	NC_000017.11	SPECC1	92521	CCDS42281.1	Public	+	Identical	-1
chr17	NC_000017.11	LGALS9B	284194	CCDS42283.1	Public	-	Identical	-1
chr17	NC_000017.11	USP22	23326	CCDS42285.1	Public	-	Identical	-1
chr17	NC_000017.9	NATD1	256302	CCDS42286.1	Withdrawn	-	Identical	-1
chr17	NC_000017.11	TP53I13	90313	CCDS42289.1	Public	+	Identical	-1
chr17	NC_000017.11	GIT1	28964	CCDS42290.1	Public	-	Identical	-1
chr17	NC_000017.11	TEFM	79736	CCDS42291.1	Public	-	Identical	-1
chr17	NC_000017.11	NF1	4763	CCDS42292.1	Public	+	Identical	-1
chr17	NC_000017.11	EVI2A	2123	CCDS42293.1	Public	-	Identical	-1
chr17	NC_000017.11	ZNF207	7756	CCDS42294.1	Public	+	Identical	-1
chr17	NC_000017.11	ASIC2	40	CCDS42296.1	Public	-	Identical	-1
chr17	NC_000017.11	TMEM132E-DT	400591	CCDS42297.1	Withdrawn	-	Identical	-1
chr17	NC_000017.11	C17orf50	146853	CCDS42298.1	Public	+	Identical	-1
chr17	NC_000017.11	RDM1	201299	CCDS42299.1	Public	-	Identical	-1
chr17	NC_000017.11	TBC1D3B	414059	CCDS42300.1	Public	-	Identical	-1
chr17	NC_000017.11	ACACA	31	CCDS42302.1	Public	-	Identical	-1
chr17	NC_000017.11	ACACA	31	CCDS42303.1	Public	-	Identical	-1
chr17	NC_000017.10	DDX52	11056	CCDS42304.1	Withdrawn	-	Identical	-1
chr17	NC_000017.9	TBC1D3D	727735	CCDS42307.1	Withdrawn	-	Identical	-1
chr17	NC_000017.11	GPR179	440435	CCDS42308.1	Public	-	Identical	-1
chr17	NC_000017.11	SPMAP1	388381	CCDS42310.1	Public	-	Identical	-1
chr17	NC_000017.11	CACNB1	782	CCDS42311.1	Public	-	Identical	-1
chr17	NC_000017.11	RPL19	6143	CCDS42312.1	Public	+	Identical	-1
chr17	NC_000017.11	GSDMB	55876	CCDS42313.1	Public	-	Identical	-1
chr17	NC_000017.11	CSF3	1440	CCDS42314.1	Public	+	Identical	-1
chr17	NC_000017.11	MED24	9862	CCDS42315.1	Public	-	Identical	-1
chr17	NC_000017.11	THRA	7067	CCDS42316.1	Public	+	Identical	-1
chr17	NC_000017.11	RARA	5914	CCDS42317.1	Public	+	Identical	-1
chr17	NC_000017.11	KRT10-AS1	147184	CCDS42319.1	Withdrawn	+	Identical	-1
chr17	NC_000017.11	KRT40	125115	CCDS42320.1	Public	-	Identical	-1
chr17	NC_000017.11	KRTAP1-5	83895	CCDS42321.1	Public	-	Identical	-1
chr17	NC_000017.11	KRTAP1-3	81850	CCDS42323.1	Public	-	Identical	-1
chr17	NC_000017.11	KRTAP1-1	81851	CCDS42324.1	Public	-	Identical	-1
chr17	NC_000017.11	KRTAP2-1	81872	CCDS42325.1	Public	-	Identical	-1
chr17	NC_000017.11	KRTAP4-3	85290	CCDS42331.1	Public	-	Identical	-1
chr17	NC_000017.11	KRTAP9-8	83901	CCDS42334.1	Public	+	Identical	-1
chr17	NC_000017.11	HAP1	9001	CCDS42338.1	Public	-	Identical	-1
chr17	NC_000017.11	HAP1	9001	CCDS42339.1	Public	-	Identical	-1
chr17	NC_000017.11	KLHL10	317719	CCDS42340.1	Public	+	Identical	-1
chr17	NC_000017.11	MLX	6945	CCDS42341.1	Public	+	Identical	-1
chr17	NC_000017.11	MEOX1	4222	CCDS42343.1	Public	-	Identical	-1
chr17	NC_000017.11	MPP3	4356	CCDS42344.1	Public	-	Identical	-1
chr17	NC_000017.11	ATXN7L3	56970	CCDS42345.1	Public	-	Identical	-1
chr17	NC_000017.11	UBTF	7343	CCDS42346.1	Public	-	Identical	-1
chr17	NC_000017.11	ACBD4	79777	CCDS42348.1	Public	+	Identical	-1
chr17	NC_000017.11	CRHR1	1394	CCDS42350.1	Public	+	Identical	-1
chr17	NC_000017.11	LRRC37A2	474170	CCDS42353.1	Public	+	Identical	-1
chr17	NC_000017.11	NSF	4905	CCDS42354.1	Public	+	Identical	-1
chr17	NC_000017.11	GOSR2	9570	CCDS42355.1	Public	+	Identical	-1
chr17	NC_000017.11	CDK5RAP3	80279	CCDS42356.1	Public	+	Identical	-1
chr17	NC_000017.11	TAC4	255061	CCDS42357.1	Public	-	Identical	-1
chr17	NC_000017.11	TAC4	255061	CCDS42358.1	Public	-	Identical	-1
chr17	NC_000017.11	TAC4	255061	CCDS42359.1	Public	-	Identical	-1
chr17	NC_000017.11	TAC4	255061	CCDS42360.1	Public	-	Identical	-1
chr17	NC_000017.11	UTP18	51096	CCDS42362.1	Public	+	Identical	-1
chr17	NC_000017.11	C17orf67	339210	CCDS42364.2	Public	-	Identical	-1
chr17	NC_000017.11	OR4D1	26689	CCDS42365.1	Public	+	Identical	-1
chr17	NC_000017.11	MED13	9969	CCDS42366.1	Public	-	Identical	-1
chr17	NC_000017.11	STRADA	92335	CCDS42367.1	Public	-	Identical	-1
chr17	NC_000017.11	CSH2	1443	CCDS42368.1	Public	-	Identical	-1
chr17	NC_000017.11	CSH2	1443	CCDS42369.1	Public	-	Identical	-1
chr17	NC_000017.11	CSHL1	1444	CCDS42370.1	Public	-	Identical	-1
chr17	NC_000017.10	GH1	2688	CCDS42371.1	Withdrawn	-	Identical	-1
chr17	NC_000017.11	CD79B	974	CCDS42372.1	Public	-	Identical	-1
chr17	NC_000017.11	RGS9	8787	CCDS42373.1	Public	+	Identical	-1
chr17	NC_000017.11	HELZ	9931	CCDS42374.1	Public	-	Identical	-1
chr17	NC_000017.11	C17orf58	284018	CCDS42375.1	Public	-	Identical	-1
chr17	NC_000017.11	MTNAP1	55028	CCDS42377.1	Public	+	Identical	-1
